timestamp,AmbientLightSensor,DecibelSource,PitchSensor,AccX,AccY,AccZ
1763074866431,,,143.25899251302081,,,
1763074866442,,,,,8.373000144958496,6.801000118255615
1763074866443,,,,-0.23595000803470612,,
1763074866463,,56.17212412099961,143.25899251302081,,,
1763074866466,,,,,7.999050617218018,7.378050327301025
1763074866467,,,,-2.620950222015381,,
1763074866482,,,,-3.96405029296875,7.237950325012207,7.360950469970703
1763074866501,,,,-0.8250000476837158,7.891050338745117,7.378050327301025
1763074866503,99.0,51.34433609889777,143.25899251302081,,,
1763074866520,,,,,9.141000747680664,
1763074866521,,,,4.353000164031982,,7.729950428009033
1763074866540,,43.130285228287136,,,7.633050441741943,
1763074866541,,,143.25899251302081,4.348050117492676,,8.958000183105469
1763074866556,15.0,,,,,
1763074866567,,,,,4.924950122833252,9.42495059967041
1763074866568,,,,0.9550500512123108,,
1763074866579,,,,,2.052000045776367,
1763074866580,,,,,,9.877950668334961
1763074866581,,,,-0.6030000448226929,,
1763074866584,,37.47515339929579,,,,
1763074866599,,,,-2.6569502353668213,0.895050048828125,9.859050750732422
1763074866603,15.0,,,,,
1763074866618,,,,,1.527000069618225,9.873000144958496
1763074866619,,,,-3.6259500980377197,,
1763074866621,,40.0706150742662,,,,
1763074866626,,,41.75059000651042,,,
1763074866637,,,,,2.0880000591278076,
1763074866638,,,,-1.6939500570297241,,9.862950325012207
1763074866659,,,,,2.1040501594543457,
1763074866660,,,,1.321950078010559,,9.870000839233398
1763074866664,,37.01765731061288,,,,
1763074866665,,,41.75059000651042,,,
1763074866678,,,,2.464050054550171,1.1389501094818115,9.877950668334961
1763074866699,,,,2.823000192642212,1.1509500741958618,9.865950584411621
1763074866701,,35.32785134689428,41.75059000651042,,,
1763074866718,,,,1.4650501012802124,1.4269500970840454,9.877950668334961
1763074866719,15.0,,,,,
1763074866735,,,,,2.668950080871582,
1763074866736,,,,3.3540000915527344,,9.856050491333008
1763074866741,,34.98061000769589,,,,
1763074866754,,,,,4.852950096130371,
1763074866755,,,,3.807000160217285,,9.166950225830078
1763074866773,,,,,5.491950035095215,
1763074866774,42.0,,,5.380050182342529,,9.147000312805176
1763074866781,,34.50056471878813,,,,
1763074866794,,,,3.211050033569336,4.486950397491455,9.147000312805176
1763074866817,,,,,3.6180002689361572,8.563050270080566
1763074866818,,,,3.199050188064575,,
1763074866820,42.0,,,,,
1763074866821,,36.48991369588688,,,,
1763074866828,,,107.666015625,,,
1763074866833,,,,2.0329501628875732,6.748950481414795,8.556000709533691
1763074866852,,,,1.4940000772476196,7.252050399780273,8.556000709533691
1763074866862,,50.668344135297836,,,,
1763074866863,,,107.666015625,,,
1763074866871,,,,,7.942050457000732,
1763074866872,,,,5.509050369262695,,10.516950607299805
1763074866891,,,,5.035050392150879,4.744950294494629,10.503000259399414
1763074866901,,37.25568762498651,107.666015625,,,
1763074866914,,,,,0.15495000779628754,
1763074866915,,,,-1.6870501041412354,,10.495050430297852
1763074866920,42.0,,,,,
1763074866932,,,,,3.9049501419067383,
1763074866933,,,,-5.989950180053711,,7.809000492095947
1763074866941,,37.18087614123328,,,,
1763074866955,,,,-3.058950185775757,3.079050064086914,7.809000492095947
1763074866969,,,,,4.206000328063965,7.8070502281188965
1763074866970,,,,-1.672950029373169,,
1763074866982,,38.23427352776627,,,,
1763074866985,,,184.4384765625,,,
1763074866988,,,,,4.216050148010254,
1763074866989,78.0,,,,,6.135000228881836
1763074866990,,,,-0.09300000220537186,,
1763074867008,,,,,3.8550002574920654,5.755050182342529
1763074867009,,,,-0.10200000554323196,,
1763074867021,78.0,35.543104317452766,184.4384765625,,,
1763074867031,,,,-0.9109500646591187,3.007050037384033,5.323950290679932
1763074867048,,,,,2.7120001316070557,
1763074867061,,34.55926785446546,184.4384765625,,,
1763074867067,,,,-5.938950061798096,1.4119501113891602,5.314050197601318
1763074867086,,,,,1.4170501232147217,5.308950424194336
1763074867087,,,,-4.732950210571289,,
1763074867102,,32.564212793935944,184.4384765625,,,
1763074867106,,,,-1.2060000896453857,2.5470001697540283,5.305050373077393
1763074867118,,,166.3427734375,,,
1763074867122,78.0,,,,,
1763074867125,,,,,2.977950096130371,5.305050373077393
1763074867126,,,,-0.14295001327991486,,
1763074867141,,46.888204970099714,166.3427734375,,,
